transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,total_price,cost_price,profit
19644,2023-02-05,08:09:29,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0,2.0999999999999996,1.8000000000000007
19645,2023-02-05,08:09:29,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,2.4499999999999997,1.0500000000000003
19646,2023-02-05,08:13:29,1,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,3.0,2.0999999999999996,0.9000000000000004
19647,2023-02-05,08:13:29,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2.275,0.9750000000000001
19648,2023-02-05,08:18:30,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,2.0999999999999996,0.9000000000000004
19649,2023-02-05,08:18:44,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,2.9749999999999996,1.2750000000000004
19650,2023-02-05,08:22:36,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,1.75,0.75
19651,2023-02-05,08:23:13,1,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,2.0999999999999996,0.9000000000000004
19652,2023-02-05,08:23:13,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2.4499999999999997,1.0500000000000003
19653,2023-02-05,08:27:48,1,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,2.0999999999999996,0.9000000000000004
19654,2023-02-05,08:28:00,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,2.0999999999999996,1.8000000000000007
19655,2023-02-05,08:29:08,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,2.0999999999999996,0.9000000000000004
19656,2023-02-05,08:29:17,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,3.15,1.35
19657,2023-02-05,08:32:37,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,2.0999999999999996,0.9000000000000004
19658,2023-02-05,08:32:59,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,1.75,1.5
19659,2023-02-05,08:34:05,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,1.715,0.7350000000000001
19660,2023-02-05,08:34:46,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,1.4,1.2000000000000002
19661,2023-02-05,08:35:33,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0,2.0999999999999996,1.8000000000000007
19662,2023-02-05,08:36:05,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,1.75,0.75
19663,2023-02-05,08:38:48,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,1.75,0.75
19664,2023-02-05,08:41:18,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,2.0999999999999996,1.8000000000000007
19665,2023-02-05,08:42:24,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,2.4499999999999997,1.0500000000000003
19666,2023-02-05,08:46:44,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,2.0999999999999996,1.8000000000000007
19667,2023-02-05,08:50:15,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,1.75,0.75
19668,2023-02-05,08:50:22,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,2.0999999999999996,1.8000000000000007
19669,2023-02-05,08:50:39,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,1.75,0.75
19670,2023-02-05,08:52:32,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,1.715,1.4700000000000002
19671,2023-02-05,08:52:40,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,2.0999999999999996,1.8000000000000007
19672,2023-02-05,08:53:18,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,1.7849999999999997,0.7650000000000001
19673,2023-02-05,08:55:11,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,1.75,0.75
19674,2023-02-05,08:56:37,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,1.75,0.75
19675,2023-02-05,08:56:37,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2.625,1.125
19676,2023-02-05,09:00:10,2,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,2.0999999999999996,1.8000000000000007
19677,2023-02-05,09:00:10,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2.625,1.125
19678,2023-02-05,09:01:25,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,2.4499999999999997,1.0500000000000003
19679,2023-02-05,09:01:38,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,2.625,2.25
19680,2023-02-05,09:01:38,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2.275,0.9750000000000001
19681,2023-02-05,09:02:51,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,2.4499999999999997,1.0500000000000003
19682,2023-02-05,09:04:55,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,1.54,1.3200000000000003
19683,2023-02-05,09:04:55,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,2.275,0.9750000000000001
19684,2023-02-05,09:07:43,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,2.0999999999999996,1.8000000000000007
19685,2023-02-05,09:12:39,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,2.0999999999999996,0.9000000000000004
19686,2023-02-05,09:13:44,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,2.0999999999999996,1.8000000000000007
19687,2023-02-05,09:16:21,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,3.15,1.35
19688,2023-02-05,09:16:42,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,2.0999999999999996,1.8000000000000007
19689,2023-02-05,09:16:42,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2.625,1.125
19690,2023-02-05,09:17:20,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,2.8,2.4000000000000004
19691,2023-02-05,09:17:53,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,1.75,1.5
19692,2023-02-05,09:18:17,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,2.9749999999999996,2.5500000000000007
19693,2023-02-05,09:18:46,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,3.15,2.7
19694,2023-02-05,09:19:30,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,1.75,0.75
19695,2023-02-05,09:19:30,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2.625,1.125
19696,2023-02-05,09:23:37,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,3.0,2.0999999999999996,0.9000000000000004
19697,2023-02-05,09:27:48,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,2.4499999999999997,1.0500000000000003
19698,2023-02-05,09:27:48,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2.4499999999999997,1.0500000000000003
19699,2023-02-05,09:28:26,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,2.625,2.25
19700,2023-02-05,09:30:53,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,1.7849999999999997,1.5300000000000002
19701,2023-02-05,09:34:26,1,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,2.0999999999999996,0.9000000000000004
19702,2023-02-05,09:37:42,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,1.75,0.75
19703,2023-02-05,09:38:16,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,1.75,1.5
19704,2023-02-05,09:38:16,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,2.275,0.9750000000000001
19705,2023-02-05,09:39:59,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,3.15,2.7
19706,2023-02-05,09:41:47,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,1.75,1.5
19707,2023-02-05,09:41:53,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,2.17,0.9300000000000002
19708,2023-02-05,09:44:03,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,1.75,0.75
19709,2023-02-05,09:47:26,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,1.7849999999999997,0.7650000000000001
19710,2023-02-05,09:51:42,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,1.54,0.6600000000000001
19711,2023-02-05,09:54:34,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,1.75,0.75
19712,2023-02-05,09:57:32,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,2.0999999999999996,0.9000000000000004
19713,2023-02-05,09:57:32,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2.275,0.9750000000000001
19714,2023-02-05,10:02:01,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,2.4499999999999997,2.1000000000000005
19715,2023-02-05,10:02:56,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0,1.75,1.5
19716,2023-02-05,10:04:18,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,2.4499999999999997,2.1000000000000005
19717,2023-02-05,10:04:18,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,2.4499999999999997,1.0500000000000003
19718,2023-02-05,10:08:29,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2.625,2.25
19719,2023-02-05,10:10:45,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,2.625,2.25
19720,2023-02-05,10:16:59,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0,2.0999999999999996,0.9000000000000004
19721,2023-02-05,10:16:59,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2.4499999999999997,1.0500000000000003
19722,2023-02-05,10:17:19,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,2.0999999999999996,0.9000000000000004
19723,2023-02-05,10:19:27,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,2.625,2.25
19724,2023-02-05,10:21:40,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,1.75,0.75
19725,2023-02-05,10:23:39,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2.17,1.8600000000000003
19726,2023-02-05,10:23:39,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2.275,0.9750000000000001
19727,2023-02-05,10:29:48,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,2.0999999999999996,0.9000000000000004
19728,2023-02-05,10:29:56,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,1.54,1.3200000000000003
19729,2023-02-05,10:30:15,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2.625,2.25
19730,2023-02-05,10:31:54,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0,1.75,1.5
19731,2023-02-05,10:33:11,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,1.54,0.6600000000000001
19732,2023-02-05,10:33:48,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,1.75,1.5
19733,2023-02-05,10:33:51,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,2.9749999999999996,1.2750000000000004
19734,2023-02-05,10:36:55,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,2.0999999999999996,0.9000000000000004
19735,2023-02-05,10:36:55,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2.0999999999999996,0.9000000000000004
19736,2023-02-05,10:37:45,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,1.75,0.75
19737,2023-02-05,10:40:21,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2.625,2.25
19738,2023-02-05,10:40:21,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2.4499999999999997,1.0500000000000003
19739,2023-02-05,10:40:53,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,2.8,2.4000000000000004
19740,2023-02-05,10:40:53,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,3.5,2.4499999999999997,1.0500000000000003
19741,2023-02-05,10:41:06,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,1.75,1.5
19742,2023-02-05,10:43:59,1,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,2.0999999999999996,0.9000000000000004
19743,2023-02-05,10:44:39,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2.17,1.8600000000000003
19744,2023-02-05,10:48:43,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,1.715,0.7350000000000001
19745,2023-02-05,10:51:10,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,2.0999999999999996,0.9000000000000004
19746,2023-02-05,10:51:10,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2.625,1.125
19747,2023-02-05,10:51:48,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,1.75,1.5
19748,2023-02-05,10:56:39,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,1.75,1.5
19749,2023-02-05,10:56:39,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2.275,0.9750000000000001
19750,2023-02-05,10:57:13,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,2.0999999999999996,1.8000000000000007
19751,2023-02-05,11:00:00,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0,2.0999999999999996,1.8000000000000007
19752,2023-02-05,11:00:00,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,3.15,1.35
19753,2023-02-05,11:00:43,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,1.54,0.6600000000000001
19754,2023-02-05,11:02:36,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,1.75,0.75
19755,2023-02-05,11:03:05,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,2.9749999999999996,1.2750000000000004
19756,2023-02-05,11:05:28,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,1.715,0.7350000000000001
19757,2023-02-05,11:06:21,1,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,1.4,0.6000000000000001
19758,2023-02-05,11:06:56,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,2.17,0.9300000000000002
19759,2023-02-05,11:07:42,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,2.625,1.125
19760,2023-02-05,11:07:53,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,1.75,0.75
19761,2023-02-05,11:07:53,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,2.275,0.9750000000000001
19762,2023-02-05,11:08:03,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,1.75,0.75
19763,2023-02-05,11:12:16,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2.625,2.25
19764,2023-02-05,11:12:35,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,1.7849999999999997,0.7650000000000001
19765,2023-02-05,11:12:35,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2.625,1.125
19766,2023-02-05,11:13:45,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,1.75,0.75
19767,2023-02-05,11:16:12,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,2.0999999999999996,1.8000000000000007
19768,2023-02-05,11:18:09,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,1.4,1.2000000000000002
19769,2023-02-05,11:23:46,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,1.54,0.6600000000000001
19770,2023-02-05,11:24:08,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,1.75,0.75
19771,2023-02-05,11:24:08,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25,2.275,0.9750000000000001
19772,2023-02-05,11:25:30,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,2.0999999999999996,0.9000000000000004
19773,2023-02-05,11:25:30,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,3.5,2.4499999999999997,1.0500000000000003
19774,2023-02-05,11:27:14,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,2.8,1.2000000000000002
19775,2023-02-05,11:28:49,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,2.17,1.8600000000000003
19776,2023-02-05,11:29:06,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,1.7849999999999997,0.7650000000000001
19777,2023-02-05,11:32:36,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,1.54,0.6600000000000001
19778,2023-02-05,11:36:32,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,1.75,0.75
19779,2023-02-05,11:37:36,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0,1.75,1.5
19780,2023-02-05,11:38:26,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,2.17,1.8600000000000003
19781,2023-02-05,11:40:02,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,2.0999999999999996,0.9000000000000004
19782,2023-02-05,11:41:05,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,2.0999999999999996,1.8000000000000007
19783,2023-02-05,11:43:12,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2.625,1.125
19784,2023-02-05,11:44:46,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,2.0999999999999996,1.8000000000000007
19785,2023-02-05,11:44:46,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2.4499999999999997,1.0500000000000003
19786,2023-02-05,11:45:10,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,3.15,2.7
19787,2023-02-05,11:50:26,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,2.0999999999999996,1.8000000000000007
19788,2023-02-05,11:51:26,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,2.4499999999999997,2.1000000000000005
19789,2023-02-05,11:53:42,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2.17,1.8600000000000003
19790,2023-02-05,11:53:49,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,2.625,1.125
19791,2023-02-05,11:53:49,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2.275,0.9750000000000001
19792,2023-02-05,11:55:47,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,2.4499999999999997,1.0500000000000003
19793,2023-02-05,11:58:17,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,1.7849999999999997,0.7650000000000001
19794,2023-02-05,11:58:17,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2.275,0.9750000000000001
19795,2023-02-05,11:58:17,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2.4499999999999997,1.0500000000000003
19796,2023-02-05,12:01:03,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,2.0999999999999996,0.9000000000000004
19797,2023-02-05,12:01:16,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,3.3249999999999997,2.8500000000000005
19798,2023-02-05,12:01:37,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,1.715,0.7350000000000001
19799,2023-02-05,12:03:02,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0,1.75,1.5
19800,2023-02-05,12:04:18,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0,2.0999999999999996,1.8000000000000007
19801,2023-02-05,12:05:47,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,1.75,1.5
19802,2023-02-05,12:07:35,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2.17,1.8600000000000003
19803,2023-02-05,12:08:26,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,1.75,0.75
19804,2023-02-05,12:11:13,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,1.75,1.5
19805,2023-02-05,12:11:13,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5,2.4499999999999997,1.0500000000000003
19806,2023-02-05,12:11:32,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,2.625,1.125
19807,2023-02-05,12:11:45,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,1.75,1.5
19808,2023-02-05,12:11:47,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,1.75,1.5
19809,2023-02-05,12:14:44,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,3.3249999999999997,2.8500000000000005
19810,2023-02-05,12:14:59,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0,2.0999999999999996,1.8000000000000007
19811,2023-02-05,12:16:18,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,3.15,1.35
19812,2023-02-05,12:17:52,1,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,1.4,0.6000000000000001
19813,2023-02-05,12:17:55,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,1.75,1.5
19814,2023-02-05,12:18:01,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,1.75,1.5
19815,2023-02-05,12:23:46,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,1.75,0.75
19816,2023-02-05,12:23:46,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2.275,0.9750000000000001
19817,2023-02-05,12:24:12,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,2.9749999999999996,1.2750000000000004
19818,2023-02-05,12:24:12,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2.4499999999999997,1.0500000000000003
19819,2023-02-05,12:24:37,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,2.0999999999999996,1.8000000000000007
19820,2023-02-05,12:25:14,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,2.0999999999999996,1.8000000000000007
19821,2023-02-05,12:25:31,2,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,2.0999999999999996,1.8000000000000007
19822,2023-02-05,12:26:57,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,1.54,1.3200000000000003
19823,2023-02-05,12:27:07,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,2.4499999999999997,2.1000000000000005
